measure,location,sex,age,metric,year,val,upper,lower
Population,Russian Federation,Both,50-69 years,Number,1993,32898901.548043996,36053517.113901556,29876165.77833594
Population,Russian Federation,Male,50-69 years,Number,1994,13435934.020144511,14805878.10321161,12071912.386073848
Population,Russian Federation,Female,50-69 years,Number,1994,18378527.11355926,20252423.96635416,16512731.364066627
Population,Russian Federation,Both,50-69 years,Number,1994,31814461.133703772,35058302.069565766,28584643.750140473
Population,Russian Federation,Male,50-69 years,Number,1995,12977664.731258085,14436200.945159953,11577982.517848391
Population,Russian Federation,Female,50-69 years,Number,1995,17751276.956979677,19746310.79557128,15836745.55733971
Population,Russian Federation,Both,50-69 years,Number,1995,30728941.68823776,34182511.74073123,27414728.075188097
Population,Russian Federation,Male,50-69 years,Number,1996,12644627.041417023,13873050.276296837,11388039.7431787
Population,Russian Federation,Female,50-69 years,Number,1996,17254916.681478232,18931228.72279153,15540171.828736706
Population,Russian Federation,Both,50-69 years,Number,1996,29899543.722895253,32804278.999088366,26928211.571915403
Population,Russian Federation,Male,50-69 years,Number,1997,12607424.839556977,13837168.149007767,11343996.825318785
Population,Russian Federation,Female,50-69 years,Number,1997,17082357.03212915,18748590.58396436,15370482.585263986
Population,Russian Federation,Both,50-69 years,Number,1997,29689781.87168613,32585758.732972126,26714479.41058277
Population,Russian Federation,Male,50-69 years,Number,1998,12567169.685629113,13762690.32590897,11352762.290274123
Population,Russian Federation,Female,50-69 years,Number,1998,16953582.67332505,18566384.801383246,15315301.605170803
Population,Russian Federation,Both,50-69 years,Number,1998,29520752.358954165,32329075.12729222,26668063.895444926
Population,Russian Federation,Male,50-69 years,Number,1999,12561168.605947625,13623780.249803893,11461409.173166398
Population,Russian Federation,Female,50-69 years,Number,1999,16830268.267914854,18254024.256847523,15356739.26241182
Population,Russian Federation,Both,50-69 years,Number,1999,29391436.873862475,31877804.506651413,26818148.435578216
Population,Russian Federation,Male,50-69 years,Number,2000,12671045.219055248,13696531.468201376,11666825.420509532
Population,Russian Federation,Female,50-69 years,Number,2000,16927811.23072453,18297803.788177,15586229.467732007
Population,Russian Federation,Both,50-69 years,Number,2000,29598856.449779775,31994335.25637837,27253054.88824154
Population,Russian Federation,Male,50-69 years,Number,2001,12729862.506758584,13648656.19426969,11774130.247625489
Population,Russian Federation,Female,50-69 years,Number,2001,16999619.397565812,18226588.108679716,15723322.450712504
Population,Russian Federation,Both,50-69 years,Number,2001,29729481.904324397,31875244.302949406,27497452.69833799
Population,Russian Federation,Male,50-69 years,Number,2002,12869384.349150883,13733975.902692473,12001417.577339333
Population,Russian Federation,Female,50-69 years,Number,2002,17219224.7324876,18376047.45674057,16057885.969212497
Population,Russian Federation,Both,50-69 years,Number,2002,30088609.08163848,32110023.35943304,28059303.54655183
Population,Russian Federation,Male,50-69 years,Number,2003,13014594.080803752,13967221.890180044,12054519.599699225
Population,Russian Federation,Female,50-69 years,Number,2003,17446933.58575101,18723994.861649152,16159889.548479695
Population,Russian Federation,Both,50-69 years,Number,2003,30461527.66655476,32691216.751829196,28214409.148178924
Population,Russian Federation,Male,50-69 years,Number,2004,13232927.274992438,14211123.899951635,12093305.644152625
Population,Russian Federation,Female,50-69 years,Number,2004,17803298.684288528,19119343.60195558,16270075.999746205
Population,Russian Federation,Both,50-69 years,Number,2004,31036225.959280964,33330467.50190722,28363381.64389883
Population,Russian Federation,Male,50-69 years,Number,2005,13465899.274241257,14659265.5054471,12260431.184883041
Population,Russian Federation,Female,50-69 years,Number,2005,18177770.285862107,19788708.907633964,16550495.22839845
Population,Russian Federation,Both,50-69 years,Number,2005,31643669.560103364,34447974.413081065,28810926.413281493
Population,Russian Federation,Male,50-69 years,Number,2006,13628606.461426934,14794345.728900233,12433568.116135588
Population,Russian Federation,Female,50-69 years,Number,2006,18416295.17212116,19991555.159580864,16801443.428387973
Population,Russian Federation,Both,50-69 years,Number,2006,32044901.633548096,34785900.888481095,29235011.544523567
Population,Russian Federation,Male,50-69 years,Number,2007,13784692.313490402,15068558.423477825,12614374.687460221
Population,Russian Federation,Female,50-69 years,Number,2007,18566708.19310276,20295957.339985937,16990398.373370174
Population,Russian Federation,Both,50-69 years,Number,2007,32351400.50659316,35364515.76346376,29604773.060830392
Population,Russian Federation,Male,50-69 years,Number,2008,13949371.851101631,15055782.949607339,12821024.884865876
Population,Russian Federation,Female,50-69 years,Number,2008,18695747.600649778,20178623.163866397,17183472.330345288
Population,Russian Federation,Both,50-69 years,Number,2008,32645119.45175141,35234406.113473736,30004497.215211168
Population,Russian Federation,Male,50-69 years,Number,2009,14159191.69665612,15204542.073283276,13172828.764114656
Population,Russian Federation,Female,50-69 years,Number,2009,18848250.448342033,20239786.49976723,17535236.543043107
Population,Russian Federation,Both,50-69 years,Number,2009,33007442.14499815,35444328.57305051,30708065.30715776
Population,Russian Federation,Male,50-69 years,Number,2010,14449980.364392469,15430754.402310533,13467100.281955274
Population,Russian Federation,Female,50-69 years,Number,2010,19114136.68447529,20411484.40015427,17814003.13644311
Population,Russian Federation,Both,50-69 years,Number,2010,33564117.04886776,35842238.8024648,31281103.418398384
Population,Russian Federation,Male,50-69 years,Number,2011,14788400.499654727,15842858.746959666,13662599.834969096
Population,Russian Federation,Female,50-69 years,Number,2011,19474266.868951086,20862841.739550665,17991743.95608824
Population,Russian Federation,Both,50-69 years,Number,2011,34262667.368605815,36705700.48651034,31654343.791057337
Population,Russian Federation,Male,50-69 years,Number,2012,15130812.326247454,16414628.215629688,13881528.985966343
Population,Russian Federation,Female,50-69 years,Number,2012,19855049.420560464,21539706.3564189,18215707.00280172
Population,Russian Federation,Both,50-69 years,Number,2012,34985861.74680792,37954334.57204858,32097235.988768063
Population,Russian Federation,Male,50-69 years,Number,2013,15547170.872462964,16837337.676669687,14217405.172792017
Population,Russian Federation,Female,50-69 years,Number,2013,20412415.079722013,22106319.42705193,18666519.98130658
Population,Russian Federation,Both,50-69 years,Number,2013,35959585.952184975,38943657.10372162,32883925.154098596
Population,Russian Federation,Male,50-69 years,Number,2014,15928857.88880393,17454055.19680025,14469865.933686133
Population,Russian Federation,Female,50-69 years,Number,2014,20971990.39218061,22980070.539091904,19051076.44602092
Population,Russian Federation,Both,50-69 years,Number,2014,36900848.280984536,40434125.73589215,33520942.37970705
Population,Russian Federation,Male,50-69 years,Number,2015,16210303.949023481,17754266.97025688,14598022.059520997
Population,Russian Federation,Female,50-69 years,Number,2015,21404855.31694742,23443577.427781668,19275921.727333006
Population,Russian Federation,Both,50-69 years,Number,2015,37615159.2659709,41197844.398038544,33873943.78685401
Population,Russian Federation,Male,50-69 years,Number,2016,16370050.27623,18095912.067166988,14582631.69304258
Population,Russian Federation,Female,50-69 years,Number,2016,21654213.8604694,23937174.491862714,19289826.237621404
Population,Russian Federation,Both,50-69 years,Number,2016,38024264.1366994,42033086.559029706,33872457.93066399
Population,Russian Federation,Male,50-69 years,Number,2017,16330642.914715312,18141267.13687587,14520947.422980592
Population,Russian Federation,Female,50-69 years,Number,2017,21571089.842962004,23962737.126662925,19180669.316074036
Population,Russian Federation,Both,50-69 years,Number,2017,37901732.75767732,42104004.26353879,33701616.73905463
Population,Russian Federation,Male,50-69 years,Number,2018,16297884.582399188,18306176.726375964,14332923.822185468
Population,Russian Federation,Female,50-69 years,Number,2018,21488492.58483117,24136392.723394237,18897724.162594557
Population,Russian Federation,Both,50-69 years,Number,2018,37786377.16723036,42442569.4497702,33230647.984780025
Population,Russian Federation,Male,50-69 years,Number,2019,16236212.132456824,18278516.514755215,14258882.229263231
Population,Russian Federation,Female,50-69 years,Number,2019,21341531.24137952,24026018.38799037,18742449.16735549
Population,Russian Federation,Both,50-69 years,Number,2019,37577743.373836346,42304534.90274559,33001331.39661872
Population,Russian Federation,Male,50-69 years,Number,2020,16157634.369080108,18299874.26079203,14065169.60965498
Population,Russian Federation,Female,50-69 years,Number,2020,21139195.455257032,23941909.43853707,18401602.77786787
Population,Russian Federation,Both,50-69 years,Number,2020,37296829.82433714,42241783.69932909,32466772.38752285
Population,Russian Federation,Male,50-69 years,Number,2021,16079537.34440754,18158302.38907519,13874910.457626468
Population,Russian Federation,Female,50-69 years,Number,2021,20952054.497495323,23660739.304183066,18079368.443841804
Population,Russian Federation,Both,50-69 years,Number,2021,37031591.84190287,41819041.693258256,31954278.901468273
Population,Russian Federation,Male,70+ years,Number,1990,2348260.2460342376,2527924.6305995607,2161750.8553401576
Population,Russian Federation,Female,70+ years,Number,1990,7307531.137692092,7866627.211801691,6727134.147081411
Population,Russian Federation,Both,70+ years,Number,1990,9655791.383726329,10394551.842401251,8888885.00242157
Population,Russian Federation,Male,70+ years,Number,1991,2331440.470763054,2520745.2528127604,2147519.8345025885
Population,Russian Federation,Female,70+ years,Number,1991,7271232.704205792,7861631.2752024885,6697626.059675966
Population,Russian Federation,Both,70+ years,Number,1991,9602673.174968846,10382376.528015248,8845145.894178556
Population,Russian Federation,Male,70+ years,Number,1992,2316710.580746792,2535260.1056306255,2102942.258249855
Population,Russian Federation,Female,70+ years,Number,1992,7243032.210009341,7926311.88308166,6574700.628933785
Population,Russian Federation,Both,70+ years,Number,1992,9559742.790756132,10461571.988712287,8677642.88718364
Population,Russian Federation,Male,70+ years,Number,1993,2311545.0854738755,2533194.920717417,2099161.3983483044
Population,Russian Federation,Female,70+ years,Number,1993,7285832.700814617,7984457.887879269,6616413.781623669
Population,Russian Federation,Both,70+ years,Number,1993,9597377.786288492,10517652.808596686,8715575.179971974
Population,Russian Federation,Male,70+ years,Number,1994,2338100.490504196,2576496.044380848,2100735.5520564965
Population,Russian Federation,Female,70+ years,Number,1994,7394502.541885433,8148454.9644927895,6643809.555063683
Population,Russian Federation,Both,70+ years,Number,1994,9732603.03238963,10724951.008873638,8744545.107120179
Population,Russian Federation,Male,70+ years,Number,1995,2411787.0679666726,2682843.444571695,2151668.199782811
Population,Russian Federation,Female,70+ years,Number,1995,7553307.888445211,8402210.469778888,6738659.727717222
Population,Russian Federation,Both,70+ years,Number,1995,9965094.956411883,11085053.914350582,8890327.927500034
Population,Russian Federation,Male,70+ years,Number,1996,2543274.5692527005,2790353.23462699,2290531.1305425186
Population,Russian Federation,Female,70+ years,Number,1996,7764346.2320787115,8518651.067159727,6992747.44767824
Population,Russian Federation,Both,70+ years,Number,1996,10307620.801331412,11309004.301786717,9283278.578220759
Population,Russian Federation,Male,70+ years,Number,1997,2762966.1882789815,3032469.217447484,2486081.025044707
Population,Russian Federation,Female,70+ years,Number,1997,8051735.037705211,8837110.910898712,7244846.419345822
Population,Russian Federation,Both,70+ years,Number,1997,10814701.225984192,11869580.128346195,9730927.444390528
Population,Russian Federation,Male,70+ years,Number,1998,2998103.4747678004,3283314.439164852,2708386.7666405123
Population,Russian Federation,Female,70+ years,Number,1998,8298924.767109361,9088405.302456513,7496972.071094039
Population,Russian Federation,Both,70+ years,Number,1998,11297028.241877161,12371719.741621362,10205358.837734552
Population,Russian Federation,Male,70+ years,Number,1999,3246269.428078412,3520887.4832597924,2962051.013623874
Population,Russian Federation,Female,70+ years,Number,1999,8607632.815347584,9335795.229416035,7854014.606758814
Population,Russian Federation,Both,70+ years,Number,1999,11853902.243425997,12856682.712675827,10816065.620382689
Population,Russian Federation,Male,70+ years,Number,2000,3414984.345900416,3691364.031019342,3144336.2002589162
Population,Russian Federation,Female,70+ years,Number,2000,8776744.192522796,9487058.95552041,8081159.879426985
Population,Russian Federation,Both,70+ years,Number,2000,12191728.538423212,13178422.986539751,11225496.079685902
Population,Russian Federation,Male,70+ years,Number,2001,3561573.033788164,3818634.005131489,3294177.3537607747
Population,Russian Federation,Female,70+ years,Number,2001,8926626.695447465,9570917.099541834,8256433.667553546
Population,Russian Federation,Both,70+ years,Number,2001,12488199.729235629,13389551.104673324,11550611.02131432
Population,Russian Federation,Male,70+ years,Number,2002,3625226.9042507387,3868777.0598798785,3380725.9702667054
Population,Russian Federation,Female,70+ years,Number,2002,8946534.479084168,9547580.95762804,8343141.617387271
Population,Russian Federation,Both,70+ years,Number,2002,12571761.383334905,13416358.01750792,11723867.587653974
Population,Russian Federation,Male,70+ years,Number,2003,3664283.5309720077,3932497.6889680834,3393972.7484938386
Population,Russian Federation,Female,70+ years,Number,2003,8958177.332246961,9613888.05169306,8297340.935775334
Population,Russian Federation,Both,70+ years,Number,2003,12622460.863218969,13546385.740661144,11691313.684269173
Population,Russian Federation,Male,70+ years,Number,2004,3647846.835727179,3917500.812426636,3333693.733122174
Population,Russian Federation,Female,70+ years,Number,2004,8875851.070616426,9531966.484877435,8111461.479259514
Population,Russian Federation,Both,70+ years,Number,2004,12523697.906343605,13449467.29730407,11445155.212381687
Population,Russian Federation,Male,70+ years,Number,2005,3646054.506325455,3969172.794705037,3319659.4940113802
Population,Russian Federation,Female,70+ years,Number,2005,8826828.443536166,9609073.93480558,8036650.245836714
Population,Russian Federation,Both,70+ years,Number,2005,12472882.949861621,13578246.729510618,11356309.739848094
Population,Russian Federation,Male,70+ years,Number,2006,3719166.2831909447,4037289.6504515233,3393047.370482791
Population,Russian Federation,Female,70+ years,Number,2006,8916200.297219085,9678858.227987243,8134374.123014677
Population,Russian Federation,Both,70+ years,Number,2006,12635366.58041003,13716147.878438763,11527421.493497469
Population,Russian Federation,Male,70+ years,Number,2007,3845601.843885157,4203770.00372413,3519111.0149104344
Population,Russian Federation,Female,70+ years,Number,2007,9128911.919117793,9979152.197788756,8353869.119289397
Population,Russian Federation,Both,70+ years,Number,2007,12974513.76300295,14182922.201512884,11872980.134199832
Population,Russian Federation,Male,70+ years,Number,2008,3993781.8747094013,4310553.456853471,3670729.9329992225
Population,Russian Federation,Female,70+ years,Number,2008,9398801.166444823,10144278.312957458,8638544.081350803
Population,Russian Federation,Both,70+ years,Number,2008,13392583.041154224,14454831.76981093,12309274.014350027
Population,Russian Federation,Male,70+ years,Number,2009,4121566.047692148,4425854.647815147,3834447.96492581
Population,Russian Federation,Female,70+ years,Number,2009,9671247.636482857,10385260.312901344,8997525.549486268
Population,Russian Federation,Both,70+ years,Number,2009,13792813.684175005,14811114.960716492,12831973.514412079
Population,Russian Federation,Male,70+ years,Number,2010,4197584.313274571,4482490.009518742,3912066.8307709293
Population,Russian Federation,Female,70+ years,Number,2010,9850478.985364394,10519067.717409294,9180454.573356282
Population,Russian Federation,Both,70+ years,Number,2010,14048063.298638964,15001557.726928037,13092521.404127212
Population,Russian Federation,Male,70+ years,Number,2011,4209678.741889612,4509841.728954605,3889207.361239424
Population,Russian Federation,Female,70+ years,Number,2011,9913894.322895618,10620785.350896312,9159176.541307302
Population,Russian Federation,Both,70+ years,Number,2011,14123573.064785229,15130627.079850918,13048383.902546724
Population,Russian Federation,Male,70+ years,Number,2012,4188862.159364031,4544277.8292348925,3843006.590106218
Population,Russian Federation,Female,70+ years,Number,2012,9906641.092303589,10747197.631534724,9088694.15013644
Population,Russian Federation,Both,70+ years,Number,2012,14095503.25166762,15291475.460769614,12931700.740242656
Population,Russian Federation,Male,70+ years,Number,2013,4039930.8917506966,4375180.614712049,3694391.3995202314
Population,Russian Federation,Female,70+ years,Number,2013,9646141.831859842,10446617.499248186,8821097.285338033
Population,Russian Federation,Both,70+ years,Number,2013,13686072.723610539,14821798.113960236,12515488.684858264
Population,Russian Federation,Male,70+ years,Number,2014,3857423.9383198773,4226774.499897886,3504106.046178766
Population,Russian Federation,Female,70+ years,Number,2014,9298196.302025458,10188503.947938886,8446534.889985586
Population,Russian Federation,Both,70+ years,Number,2014,13155620.240345335,14415278.447836772,11950640.936164351
Population,Russian Federation,Male,70+ years,Number,2015,3722281.008672007,4076812.561572046,3352061.777941145
Population,Russian Federation,Female,70+ years,Number,2015,9011679.475425586,9870003.903704012,8115375.022534364
Population,Russian Federation,Both,70+ years,Number,2015,12733960.484097594,13946816.465276059,11467436.80047551
Population,Russian Federation,Male,70+ years,Number,2016,3674316.316342295,4061692.1662136572,3273123.824351277
Population,Russian Federation,Female,70+ years,Number,2016,8863006.459882021,9797415.575543016,7895269.514546771
Population,Russian Federation,Both,70+ years,Number,2016,12537322.776224317,13859107.741756674,11168393.338898048
Population,Russian Federation,Male,70+ years,Number,2017,3818979.7780078617,4242400.786360913,3395775.956616401
Population,Russian Federation,Female,70+ years,Number,2017,9033260.79590689,10034803.777868997,8032231.539227334
Population,Russian Federation,Both,70+ years,Number,2017,12852240.573914751,14277204.564229911,11428007.495843735
Population,Russian Federation,Male,70+ years,Number,2018,3962499.122442878,4450774.506765513,3484758.882682549
Population,Russian Federation,Female,70+ years,Number,2018,9204117.486901281,10338286.571712779,8094419.501084795
Population,Russian Federation,Both,70+ years,Number,2018,13166616.60934416,14789061.078478292,11579178.383767342
Population,Russian Federation,Male,70+ years,Number,2019,4152954.2419502963,4675341.8886887105,3647185.991190172
Population,Russian Federation,Female,70+ years,Number,2019,9456499.61630833,10646004.314204093,8304838.174691297
Population,Russian Federation,Both,70+ years,Number,2019,13609453.858258627,15321346.202892803,11952024.165881468
Population,Russian Federation,Male,70+ years,Number,2020,4347327.896391333,4923712.9679475585,3784335.1826638635
Population,Russian Federation,Female,70+ years,Number,2020,9739014.836066822,11030250.026270248,8477781.609067608
Population,Russian Federation,Both,70+ years,Number,2020,14086342.732458156,15953962.994217806,12262116.791731473
Population,Russian Federation,Male,70+ years,Number,2021,4446605.649514492,5021463.507277872,3836942.189686042
Population,Russian Federation,Female,70+ years,Number,2021,9860657.053063575,11135444.303487374,8508685.96117938
Population,Russian Federation,Both,70+ years,Number,2021,14307262.702578066,16156907.810765246,12345628.15086542
Population,Italy,Male,5-14 years,Number,1990,3324332.9226635406,3551857.658092565,3090804.732133335
Population,Italy,Female,5-14 years,Number,1990,3159709.2968893,3375966.8254016237,2937745.6091751293
Population,Italy,Both,5-14 years,Number,1990,6484042.219552841,6927824.48349419,6028550.341308464
Population,Italy,Male,5-14 years,Number,1991,3201632.870841398,3419597.6557666236,2985202.8852512892
Population,Italy,Female,5-14 years,Number,1991,3041953.9804809703,3249047.9452970293,2836318.2681051632
Population,Italy,Both,5-14 years,Number,1991,6243586.851322368,6668645.601063652,5821521.1533564525
Population,Italy,Male,5-14 years,Number,1992,3101294.5332206828,3336066.2166968607,2866850.481800539
Population,Italy,Female,5-14 years,Number,1992,2945241.773503796,3168200.077529107,2722594.615552306
Population,Italy,Both,5-14 years,Number,1992,6046536.3067244785,6504266.294225968,5589445.097352846
Population,Italy,Male,5-14 years,Number,1993,3024279.4598228596,3273528.1075686067,2772373.5431507737
Population,Italy,Female,5-14 years,Number,1993,2870687.1175361103,3107277.3175002765,2631574.6018349193
Population,Italy,Both,5-14 years,Number,1993,5894966.57735897,6380805.425068883,5403948.144985693
Population,Italy,Male,5-14 years,Number,1994,2966203.695901992,3233164.2549782605,2705499.118471819
Population,Italy,Female,5-14 years,Number,1994,2814520.0409525638,3067828.9572289884,2567147.192297892
Population,Italy,Both,5-14 years,Number,1994,5780723.736854555,6300993.212207249,5272646.310769711
Population,Italy,Male,5-14 years,Number,1995,2924722.724788551,3202779.045969259,2667081.5580893448
Population,Italy,Female,5-14 years,Number,1995,2774604.1646387572,3038388.5638275393,2530187.0621054946
Population,Italy,Both,5-14 years,Number,1995,5699326.889427308,6241167.609796799,5197268.620194838
Population,Italy,Male,5-14 years,Number,1996,2894775.359982986,3179457.6955293627,2599873.2858340163
Population,Italy,Female,5-14 years,Number,1996,2745880.735966132,3015920.2533161887,2466147.1388116805
Population,Italy,Both,5-14 years,Number,1996,5640656.095949118,6195377.948845551,5066020.424645697
Population,Italy,Male,5-14 years,Number,1997,2871313.9756412916,3149381.37030052,2588679.1719233217
Population,Italy,Female,5-14 years,Number,1997,2722974.5823331596,2986676.3071379405,2454941.4124549455
Population,Italy,Both,5-14 years,Number,1997,5594288.557974451,6136057.67743846,5043620.584378267
Population,Italy,Male,5-14 years,Number,1998,2851190.2652983954,3096461.4117782856,2593907.0440254076
Population,Italy,Female,5-14 years,Number,1998,2703818.9765165066,2936412.6368960547,2459834.1171109923
Population,Italy,Both,5-14 years,Number,1998,5555009.241814902,6032874.048674341,5053741.1611364
Population,Italy,Male,5-14 years,Number,1999,2833901.224269459,3072336.7355240723,2607753.2297388976
Population,Italy,Female,5-14 years,Number,1999,2688106.8159672804,2914275.6455239262,2473593.3529330688
Population,Italy,Both,5-14 years,Number,1999,5522008.040236739,5986612.3810479995,5081346.5826719655
Population,Italy,Male,5-14 years,Number,2000,2821757.0901013836,3021437.6928396057,2610495.250369514
Population,Italy,Female,5-14 years,Number,2000,2675666.851756096,2865009.4325046544,2475342.62696917
Population,Italy,Both,5-14 years,Number,2000,5497423.9418574795,5886447.125344261,5085837.877338683
Population,Italy,Male,5-14 years,Number,2001,2816989.4830140355,3008116.0296568614,2625977.517542089
Population,Italy,Female,5-14 years,Number,2001,2668817.909848379,2849891.34082977,2487853.033152625
Population,Italy,Both,5-14 years,Number,2001,5485807.392862415,5858007.370486632,5113830.550694713
Population,Italy,Male,5-14 years,Number,2002,2821186.1154630394,2840475.9434978273,2802435.4253965123
Population,Italy,Female,5-14 years,Number,2002,2671424.43774441,2689690.272008081,2653669.121498615
Population,Italy,Both,5-14 years,Number,2002,5492610.553207449,5530166.215505909,5456104.546895127
Population,Italy,Male,5-14 years,Number,2003,2827500.195571768,2846025.3881496075,2808272.8034086083
Population,Italy,Female,5-14 years,Number,2003,2675387.0896453294,2692915.6688240557,2657194.087628414
Population,Italy,Both,5-14 years,Number,2003,5502887.285217097,5538941.056973664,5465466.891037022
Population,Italy,Male,5-14 years,Number,2004,2830114.2870567404,2848805.481806488,2811403.862896856
Population,Italy,Female,5-14 years,Number,2004,2675667.272513231,2693338.4380576024,2657977.9269598015
Population,Italy,Both,5-14 years,Number,2004,5505781.559569972,5542143.919864091,5469381.789856656
Population,Italy,Male,5-14 years,Number,2005,2837942.666047454,2857307.374997703,2818581.869423317
Population,Italy,Female,5-14 years,Number,2005,2681936.9789257776,2700237.1826758906,2663640.472435725
Population,Italy,Both,5-14 years,Number,2005,5519879.6449732315,5557544.557673594,5482222.341859042
Population,Italy,Male,5-14 years,Number,2006,2846301.610076155,2865726.369726516,2826635.2008172814
Population,Italy,Female,5-14 years,Number,2006,2688789.7096542856,2707139.5196939176,2670211.6226891116
Population,Italy,Both,5-14 years,Number,2006,5535091.319730441,5572865.889420433,5496846.8235063935
Population,Italy,Male,5-14 years,Number,2007,2853201.976536556,2872566.8339087972,2834732.0315944483
Population,Italy,Female,5-14 years,Number,2007,2695502.141156041,2713796.680042285,2678053.051835375
Population,Italy,Both,5-14 years,Number,2007,5548704.117692597,5586363.513951083,5512785.083429823
Population,Italy,Male,5-14 years,Number,2008,2858232.81371512,2878137.802578877,2837474.1704998547
Population,Italy,Female,5-14 years,Number,2008,2700561.972461002,2719368.927489221,2680948.453856769
Population,Italy,Both,5-14 years,Number,2008,5558794.786176122,5597506.730068099,5518422.624356623
Population,Italy,Male,5-14 years,Number,2009,2874649.6643631635,2894544.184342723,2852502.7810269487
Population,Italy,Female,5-14 years,Number,2009,2715132.022045927,2733922.57204907,2694214.0949398447
Population,Italy,Both,5-14 years,Number,2009,5589781.686409091,5628466.7563917935,5546716.875966794
Population,Italy,Male,5-14 years,Number,2010,2895873.156921894,2916820.2711351835,2873302.6023482564
Population,Italy,Female,5-14 years,Number,2010,2734492.3731105165,2754272.149692928,2713179.627008029
Population,Italy,Both,5-14 years,Number,2010,5630365.53003241,5671092.4208281115,5586482.229356285
Population,Italy,Male,5-14 years,Number,2011,2914330.8248913405,2934701.9046587395,2892754.68742594
Population,Italy,Female,5-14 years,Number,2011,2750123.673591519,2769346.950594408,2729763.2375279586
Population,Italy,Both,5-14 years,Number,2011,5664454.498482859,5704048.855253147,5622517.924953898
Population,Italy,Male,5-14 years,Number,2012,2929305.000410678,3141116.521171028,2705258.2583786324
Population,Italy,Female,5-14 years,Number,2012,2762035.94576184,2961752.613703399,2550782.7116545746
Population,Italy,Both,5-14 years,Number,2012,5691340.946172518,6102869.134874426,5256040.970033208
Population,Italy,Male,5-14 years,Number,2013,2940468.0870146467,3168381.886058341,2711316.2877753912
Population,Italy,Female,5-14 years,Number,2013,2771718.3667822564,2986552.483038177,2555717.297585997
Population,Italy,Both,5-14 years,Number,2013,5712186.453796903,6154934.369096518,5267033.5853613885
Population,Italy,Male,5-14 years,Number,2014,2947195.284852954,2968125.8055879623,2925274.2685462264
Population,Italy,Female,5-14 years,Number,2014,2778860.817242447,2798595.8528723973,2758191.860013188
Population,Italy,Both,5-14 years,Number,2014,5726056.102095401,5766721.658460359,5683466.128559414
Population,Italy,Male,5-14 years,Number,2015,2949449.7446481767,2970960.1513712197,2927302.360880276
Population,Italy,Female,5-14 years,Number,2015,2779860.4841205557,2800134.072356887,2758986.544134037
Population,Italy,Both,5-14 years,Number,2015,5729310.228768732,5771094.223728107,5686288.905014314
Population,Italy,Male,5-14 years,Number,2016,2939143.036106135,2959824.8439226677,2916730.620113224
Population,Italy,Female,5-14 years,Number,2016,2770496.747860735,2789991.8457827107,2749370.3430354944
Population,Italy,Both,5-14 years,Number,2016,5709639.78396687,5749816.689705377,5666100.963148719
Population,Italy,Male,5-14 years,Number,2017,2925463.422457942,2946227.1559836054,2903979.6056167306
Population,Italy,Female,5-14 years,Number,2017,2757556.82923479,2777128.8309711837,2737306.073271232
Population,Italy,Both,5-14 years,Number,2017,5683020.251692732,5723355.98695479,5641285.678887963
Population,Italy,Male,5-14 years,Number,2018,2907521.483315967,3134595.4512854572,2700865.1088095466
Population,Italy,Female,5-14 years,Number,2018,2740066.552170133,2954062.4892842933,2545312.283688516
Population,Italy,Both,5-14 years,Number,2018,5647588.0354861,6088657.940569751,5246177.392498063
Population,Italy,Male,5-14 years,Number,2019,2878456.8706445745,3101387.2509365203,2641860.1813868796
Population,Italy,Female,5-14 years,Number,2019,2712601.099448958,2922686.3019919065,2489637.0363248545
Population,Italy,Both,5-14 years,Number,2019,5591057.970093532,6024073.552928427,5131497.217711734
Population,Italy,Male,5-14 years,Number,2020,2839668.195235188,3080396.421369426,2583601.6384675456
Population,Italy,Female,5-14 years,Number,2020,2675686.575204846,2902513.527741429,2434407.0308370353
Population,Italy,Both,5-14 years,Number,2020,5515354.770440035,5982909.949110854,5018008.66930458
Population,Italy,Male,5-14 years,Number,2021,2794679.906121173,3042016.093144674,2539750.0213439865
Population,Italy,Female,5-14 years,Number,2021,2635070.0832676436,2868280.400308818,2394699.759912943
Population,Italy,Both,5-14 years,Number,2021,5429749.989388817,5910296.493453492,4934449.78125693
Population,Italy,Male,15-49 years,Number,1990,14428471.222693507,15415987.86857696,13414898.017139515
Population,Italy,Female,15-49 years,Number,1990,14292843.244418891,15271077.209959673,13288797.651498344
Population,Italy,Both,15-49 years,Number,1990,28721314.4671124,30687065.078536633,26703695.668637857
Population,Italy,Male,15-49 years,Number,1991,14417358.586650562,15398881.637637755,13442746.931587132
Population,Italy,Female,15-49 years,Number,1991,14278636.135980861,15250715.065688599,13313402.101403812
Population,Italy,Both,15-49 years,Number,1991,28695994.72263142,30649596.703326352,26756149.032990947
Population,Italy,Male,15-49 years,Number,1992,14402756.016127178,15493061.770831263,13313971.821054267
Population,Italy,Female,15-49 years,Number,1992,14265386.44087353,15345293.15540415,13186986.773751557
Population,Italy,Both,15-49 years,Number,1992,28668142.457000706,30838354.92623542,26500958.594805826
Population,Italy,Male,15-49 years,Number,1993,14366209.591572331,15550213.372142635,13169583.008498453
Population,Italy,Female,15-49 years,Number,1993,14232897.074044948,15405913.786401913,13047374.693601063
Population,Italy,Both,15-49 years,Number,1993,28599106.66561728,30956127.158544544,26216957.702099517
Population,Italy,Male,15-49 years,Number,1994,14315718.40672154,15604143.808765503,13057486.100224877
