measure,location,sex,age,metric,year,val,upper,lower
Population,Argentina,Male,70+ years,Number,2002,1002165.1612538496,1075884.8388079768,932223.1715597422
Population,Argentina,Female,70+ years,Number,2002,1551161.341686875,1665265.4019402913,1442904.4247946301
Population,Argentina,Both,70+ years,Number,2002,2553326.5029407246,2741150.240748268,2375127.596354372
Population,Argentina,Male,70+ years,Number,2003,1016218.04867671,1094847.9893111885,936630.6204475404
Population,Argentina,Female,70+ years,Number,2003,1578311.0398272118,1700432.9638827413,1454702.0203169554
Population,Argentina,Both,70+ years,Number,2003,2594529.088503922,2795280.9531939295,2391332.640764496
Population,Argentina,Male,70+ years,Number,2004,1030322.5294022426,1120613.3771870653,938242.6681964952
Population,Argentina,Female,70+ years,Number,2004,1603442.5624524404,1743957.9682662813,1460142.999074294
Population,Argentina,Both,70+ years,Number,2004,2633765.091854683,2864571.3454533466,2398385.667270789
Population,Argentina,Male,70+ years,Number,2005,1046138.9222938538,1143182.5967072684,951752.0199982064
Population,Argentina,Female,70+ years,Number,2005,1628838.0987187386,1779935.0809222418,1481877.7101863169
Population,Argentina,Both,70+ years,Number,2005,2674977.0210125926,2923117.6776295104,2433629.730184523
Population,Argentina,Male,70+ years,Number,2006,1062919.7705183935,1165381.162437164,960295.4657521067
Population,Argentina,Female,70+ years,Number,2006,1654638.7283712912,1814139.5598864893,1494884.2917258418
Population,Argentina,Both,70+ years,Number,2006,2717558.4988896847,2979520.7223236533,2455179.7574779484
Population,Argentina,Male,70+ years,Number,2007,1078474.8337306476,1171193.15120474,983561.3129144713
Population,Argentina,Female,70+ years,Number,2007,1677995.32525044,1822255.440016799,1530319.701071359
Population,Argentina,Both,70+ years,Number,2007,2756470.1589810876,2993448.591221539,2513881.0139858304
Population,Argentina,Male,70+ years,Number,2008,1094567.8406498916,1187350.6212975932,997425.7645295236
Population,Argentina,Female,70+ years,Number,2008,1701499.1427113619,1845729.4186864959,1550492.3680724595
Population,Argentina,Both,70+ years,Number,2008,2796066.9833612535,3033080.039984089,2547918.132601983
Population,Argentina,Male,70+ years,Number,2009,1113037.2756566769,1196062.1201180844,1030800.0645750423
Population,Argentina,Female,70+ years,Number,2009,1726867.26182065,1855679.5567490188,1599276.9729540679
Population,Argentina,Both,70+ years,Number,2009,2839904.537477327,3051741.6768671037,2630077.03752911
Population,Argentina,Male,70+ years,Number,2010,1132530.4450381976,1209320.9550790556,1061688.4199684022
Population,Argentina,Female,70+ years,Number,2010,1751776.8291035956,1870554.9482914514,1642199.714786057
Population,Argentina,Both,70+ years,Number,2010,2884307.274141793,3079875.9033705075,2703888.134754459
Population,Argentina,Male,70+ years,Number,2011,1153241.9780639377,1242641.8946271888,1066931.7121300236
Population,Argentina,Female,70+ years,Number,2011,1776942.9254370693,1914692.4630826076,1643953.9956538028
Population,Argentina,Both,70+ years,Number,2011,2930184.903501007,3157334.357709796,2710885.7077838266
Population,Argentina,Male,70+ years,Number,2012,1175679.6314117624,1269725.8384614736,1081135.1350853704
Population,Argentina,Female,70+ years,Number,2012,1804337.3429129904,1948671.8017275522,1659238.1503006592
Population,Argentina,Both,70+ years,Number,2012,2980016.9743247526,3218397.6401890256,2740373.285386029
Population,Argentina,Male,70+ years,Number,2013,1199925.7793449285,1309293.8258899413,1090339.800126227
Population,Argentina,Female,70+ years,Number,2013,1834040.673266246,2001205.5506045215,1666542.6941691297
Population,Argentina,Both,70+ years,Number,2013,3033966.4526111744,3310499.3764944626,2756882.494295357
Population,Argentina,Male,70+ years,Number,2014,1226211.4051610164,1332933.6132811615,1107722.4725674249
Population,Argentina,Female,70+ years,Number,2014,1865382.0703422637,2027733.9231278058,1685130.0114690585
Population,Argentina,Both,70+ years,Number,2014,3091593.4755032803,3360667.5364089673,2792852.4840364833
Population,Argentina,Male,70+ years,Number,2015,1254098.0130356546,1381873.0001716663,1130125.9114072293
Population,Argentina,Female,70+ years,Number,2015,1897892.2852715352,2091260.873544079,1710278.8030525842
Population,Argentina,Both,70+ years,Number,2015,3151990.2983071897,3473133.8737157458,2840404.714459813
Population,Argentina,Male,70+ years,Number,2016,1281333.3662381917,1418363.302397966,1150022.5725141198
Population,Argentina,Female,70+ years,Number,2016,1928852.9433258194,2135130.718220192,1731184.469500997
Population,Argentina,Both,70+ years,Number,2016,3210186.309564011,3553494.0206181584,2881207.0420151167
Population,Argentina,Male,70+ years,Number,2017,1310943.880457349,1457967.391143593,1159238.7847617245
Population,Argentina,Female,70+ years,Number,2017,1962098.7321343154,2182149.83288073,1735040.670870202
Population,Argentina,Both,70+ years,Number,2017,3273042.6125916643,3640117.224024323,2894279.4556319267
Population,Argentina,Male,70+ years,Number,2018,1344305.9125642814,1507358.219289869,1189851.3163870159
Population,Argentina,Female,70+ years,Number,2018,2000513.705824449,2243158.1599789513,1770663.8378053457
Population,Argentina,Both,70+ years,Number,2018,3344819.61838873,3750516.3792688204,2960515.154192362
Population,Argentina,Male,70+ years,Number,2019,1380225.1847657454,1562521.2375285241,1208637.7058707285
Population,Argentina,Female,70+ years,Number,2019,2043202.3096282773,2313062.4166254145,1789194.5310054761
Population,Argentina,Both,70+ years,Number,2019,3423427.494394023,3875583.654153939,2997832.236876204
Population,Argentina,Male,70+ years,Number,2020,1412605.6756014954,1596526.371082613,1218593.3880466425
Population,Argentina,Female,70+ years,Number,2020,2086699.5805893887,2358387.033606833,1800104.8386437898
Population,Argentina,Both,70+ years,Number,2020,3499305.256190884,3954913.4046894466,3018698.226690432
Population,Argentina,Male,70+ years,Number,2021,1439462.1661766712,1640802.5964589054,1240968.6515364477
Population,Argentina,Female,70+ years,Number,2021,2124224.2513899826,2421343.7136727613,1831306.0021647753
Population,Argentina,Both,70+ years,Number,2021,3563686.417566654,4062146.3101316663,3072274.6537012234
Population,Canada,Male,<5 years,Number,1990,986593.4226610453,1064762.632133973,912010.261881599
Population,Canada,Female,<5 years,Number,1990,938457.4164637133,1012812.7412449304,867513.1766491085
Population,Canada,Both,<5 years,Number,1990,1925050.8391247585,2077575.3733789034,1779523.4385307075
Population,Canada,Male,<5 years,Number,1991,1002711.1693799213,1068103.2309913796,933778.8276181286
Population,Canada,Female,<5 years,Number,1991,954193.3311727926,1016421.289738249,888596.3947669665
Population,Canada,Both,<5 years,Number,1991,1956904.5005527139,2084524.5207296286,1822375.2223850952
Population,Canada,Male,<5 years,Number,1992,1018079.8138029889,1090577.0758757612,944615.4561283939
Population,Canada,Female,<5 years,Number,1992,968845.2054046633,1037836.4807564433,898933.6034495166
Population,Canada,Both,<5 years,Number,1992,1986925.0192076522,2128413.5566322044,1843549.0595779105
Population,Canada,Male,<5 years,Number,1993,1028283.5719674334,1114737.6100505893,941166.9616404604
Population,Canada,Female,<5 years,Number,1993,978516.9000612765,1060786.7521226574,895616.5428009784
Population,Canada,Both,<5 years,Number,1993,2006800.47202871,2175524.362173246,1836783.504441439
Population,Canada,Male,<5 years,Number,1994,1028710.2449800002,1108791.6083347627,947505.0019469198
Population,Canada,Female,<5 years,Number,1994,978989.7516608834,1055200.5548544186,901709.3890918662
Population,Canada,Both,<5 years,Number,1994,2007699.9966408836,2163992.1631891807,1849214.391038786
Population,Canada,Male,<5 years,Number,1995,1018502.5748984753,1089571.4147034928,939690.0644852552
Population,Canada,Female,<5 years,Number,1995,969144.0115509675,1036768.7208078618,894150.9046264372
Population,Canada,Both,<5 years,Number,1995,1987646.5864494427,2126340.1355113545,1833840.9691116926
Population,Canada,Male,<5 years,Number,1996,1000636.8103521084,1063876.0329845308,938087.4709489918
Population,Canada,Female,<5 years,Number,1996,952308.8307440487,1012493.7745110616,892780.450761871
Population,Canada,Both,<5 years,Number,1996,1952945.641096157,2076369.8074955922,1830867.9217108628
Population,Canada,Male,<5 years,Number,1997,978671.0784297048,1054704.2133897534,906801.9118858492
Population,Canada,Female,<5 years,Number,1997,930942.6686397452,1003267.7747196401,862578.4601023855
Population,Canada,Both,<5 years,Number,1997,1909613.7470694499,2057971.9881093935,1769380.3719882346
Population,Canada,Male,<5 years,Number,1998,955665.8925469969,1032123.6614763305,881281.9057322323
Population,Canada,Female,<5 years,Number,1998,909064.1528216474,981793.5632572719,838307.399353086
